Localidade;Transecto;Parcela;PC1;PC2;numero;spp;DAPf;AS
Urubici;1;1D;1;1;E21;drimys_angustifolia;33,29868307;0,087085129
Urubici;1;1D;1;1;E19;drimys_angustifolia;31,17716562;0,076341931
Urubici;1;1D;1;1;E10;myrceugenia_euosma;28,61605877;0,064314592
Urubici;1;1D;1;1;E12;drimys_angustifolia;25,09665039;0,049467664
Urubici;1;1D;1;1;E9;drimys_angustifolia;24,82817112;0,048414934
Urubici;1;1D;1;1;E14;drimys_angustifolia;24,25521333;0,046206181
Urubici;1;1D;1;1;E6;drimys_angustifolia;24,03239641;0,045361148
Urubici;1;1D;1;1;E18;drimys_angustifolia;23,23662169;0,042406835
Urubici;1;1D;1;1;E15;drimys_angustifolia;20,05352283;0,031584298
Urubici;1;1D;1;1;E17;myrceugenia_mesomischa;16,38334522;0,021081186
Urubici;1;1D;1;1;E8;myrceugenia_oxysepala;13,45536214;0,01421938
Urubici;1;1D;1;1;E11;myrceugenia_mesomischa;11,44924865;0,010295415
Urubici;1;1D;1;1;E5;myrceugenia_mesomischa;10,62573516;0,008867636
Urubici;1;1D;1;1;E13;myrceugenia_myrcioides;7,054209589;0,003908288
Urubici;1;1D;1;1;E7;solanum_paranense;7,002817496;0,00385155
Urubici;1;1D;1;1;E2;citronella_paniculata;6,366197724;0,003183099
Urubici;1;1D;1;1;E20;siphoneugena_reitzii;5,952394872;0,002782745
Urubici;1;1D;1;1;E1;myrceugenia_miersiana;5,819502181;0,002659877
Urubici;1;1D;1;1;E16;myrceugenia_mesomischa;5,506761031;0,002381674
Urubici;1;1D;1;1;E4;drimys_angustifolia;5,411268065;0,002299789
Urubici;1;1E;1;2;E58;drimys_angustifolia;30,55774907;0,073338598
Urubici;1;1E;1;2;E63;dicksonia_sellowiana;27,37465021;0,058855498
Urubici;1;1E;1;2;E60;drimys_angustifolia;21,64507226;0,036796623
Urubici;1;1E;1;2;E55;drimys_angustifolia;21,32676237;0,035722327
Urubici;1;1E;1;2;E54;drimys_angustifolia;20,84929755;0,034140725
Urubici;1;1E;1;2;E80;drimys_angustifolia;19,41690306;0,029610777
Urubici;1;1E;1;2;E56;drimys_angustifolia;17,72986066;0,024688831
Urubici;1;1E;1;2;E52;citronella_paniculata;13,59183214;0,014509281
Urubici;1;1E;1;2;E51;drimys_angustifolia;9,708451529;0,007402694
Urubici;1;1E;1;2;E57;eugenia_uruguayensis;8,320318427;0,005437131
Urubici;1;1E;1;2;E53;myrceugenia_oxysepala;6,981080814;0,003827676
Urubici;1;1E;1;2;E61;myrceugenia_myrcioides;6,114533242;0,002936409
Urubici;1;1E;1;2;E59;myrceugenia_myrcioides;5,980499797;0,002809085
Urubici;1;2D;2;3;E32;drimys_angustifolia;23,28081602;0,042568297
Urubici;1;2D;2;3;E29;prunus_myrtifolia;17,3478888;0,023636498
Urubici;1;2D;2;3;E25;drimys_angustifolia;14,76957872;0,017132711
Urubici;1;2D;2;3;E34;myrceugenia_mesomischa;14,45750748;0,016416355
Urubici;1;2D;2;3;E48;myrceugenia_myrcioides;13,99032605;0,015372537
Urubici;1;2D;2;3;E41;berberis_laurina;13,07905071;0,013435144
Urubici;1;2D;2;3;E23;myrceugenia_myrcioides;12,57122572;0,012412096
Urubici;1;2D;2;3;E26;myrceugenia_oxysepala;8,601025277;0,00581019
Urubici;1;2D;2;3;E27;myrceugenia_mesomischa;8,435211984;0,005588328
Urubici;1;2D;2;3;E22;eugenia_uruguayensis;7,989578143;0,00501346
Urubici;1;2D;2;3;E28;drimys_angustifolia;7,384789359;0,004283178
Urubici;1;2D;2;3;E24;citronella_paniculata;7,002817496;0,00385155
Urubici;1;2D;2;3;E50;myrceugenia_mesomischa;6,525352667;0,003344243
Urubici;1;2D;2;3;E33;berberis_laurina;5,888732894;0,002723539
Urubici;1;2D;2;3;E31;myrceugenia_miersiana;5,570423008;0,00243706
Urubici;1;2D;2;3;E49;solanum_pabstii;5,220282133;0,002140316
Urubici;1;2D;2;3;E30;solanum_pabstii;5,188451145;0,002114294
Urubici;1;2D;2;3;E35;myrceugenia_mesomischa;5;0,001963495
Urubici;1;2E;2;4;E62;drimys_angustifolia;22,28169203;0,038992961
Urubici;1;2E;2;4;E71;drimys_angustifolia;20,05352283;0,031584298
Urubici;1;2E;2;4;E67;myrceugenia_oxysepala;11,93662073;0,011190582
Urubici;1;2E;2;4;E69;myrceugenia_oxysepala;11,60303938;0,010573857
Urubici;1;2E;2;4;E65;myrceugenia_oxysepala;11,38548678;0,010181062
Urubici;1;2E;2;4;E79;myrceugenia_myrcioides;11,27306944;0,009981004
Urubici;1;2E;2;4;E73;blepharocalyx_salicifolius;11,14084602;0,00974824
Urubici;1;2E;2;4;E64;myrceugenia_myrcioides;10,82253613;0,009199156
Urubici;1;2E;2;4;E72;myrceugenia_myrcioides;9,540220441;0,007148365
Urubici;1;2E;2;4;E66;weinmannia_paulliniifolia;7,639437268;0,004583662
Urubici;1;2E;2;4;E68;myrceugenia_oxysepala;6,302535746;0,003119755
Urubici;1;2E;2;4;E70;solanum_pabstii;5,188451145;0,002114294
Urubici;1;2E;2;4;E76;myrceugenia_myrcioides;5,127655132;0,002065035
Urubici;1;3D;3;5;E45;drimys_angustifolia;30,22819573;0,071765272
Urubici;1;3D;3;5;E40;drimys_angustifolia;27,44903736;0,059175797
Urubici;1;3D;3;5;E47;ilex_microdonta;21,48782709;0,036263931
Urubici;1;3D;3;5;E42;drimys_angustifolia;21,00845249;0,034663947
Urubici;1;3D;3;5;E46;ilex_microdonta;14,79456275;0,017190723
Urubici;1;3D;3;5;E37;ilex_microdonta;12,09577567;0,011490987
Urubici;1;3D;3;5;E43;siphoneugena_reitzii;10,3450713;0,00840537
Urubici;1;3D;3;5;E36;ilex_microdonta;8,403380995;0,005546231
Urubici;1;3D;3;5;E180;solanum_pabstii;6,863841779;0,003700193
Urubici;1;3D;3;5;E44;myrceugenia_myrcioides;6,111549815;0,002933544
Urubici;1;3D;3;5;E38;siphoneugena_reitzii;6,047887837;0,002872747
Urubici;1;3D;3;5;E39;solanum_pabstii;5,220282133;0,002140316
Urubici;1;3E;3;6;E77;drimys_angustifolia;37,43661233;0,110073548
Urubici;1;3E;3;6;E142;drimys_angustifolia;30,55774907;0,073338598
Urubici;1;3E;3;6;E143;drimys_angustifolia;22,91831181;0,041252961
Urubici;1;3E;3;6;E145;drimys_angustifolia;17,66619868;0,024511851
Urubici;1;3E;3;6;E147;drimys_angustifolia;16,87042397;0,022353312
Urubici;1;3E;3;6;E135;myrsine_coriacea;16,29746617;0,020860757
Urubici;1;3E;3;6;E149;maytenus_boaria;14,16478994;0,015758329
Urubici;1;3E;3;6;E150;drimys_angustifolia;11,77746579;0,010894156
Urubici;1;3E;3;6;E144;myrceugenia_regnelliana;9,348236245;0,006863557
Urubici;1;3E;3;6;E74;myrceugenia_glaucescens;7,957747155;0,004973592
Urubici;1;3E;3;6;E121;myrceugenia_oxysepala;7,514068777;0,004434455
Urubici;1;3E;3;6;E148;myrceugenia_myrcioides;7,403699099;0,004305141
Urubici;1;3E;3;6;E78;myrceugenia_oxysepala;6,480479721;0,003298407
Urubici;1;3E;3;6;E146;myrceugenia_regnelliana;5,602253997;0,002464992
Urubici;1;3E;3;6;E141;myrceugenia_miersiana;5,411268065;0,002299789
Urubici;1;3E;3;6;E75;myrceugenia_mesomischa;5,029296202;0,001986572
Urubici;1;4D;4;7;E161;drimys_angustifolia;37,15745434;0,108438072
Urubici;1;4D;4;7;E269;myrceugenia_myrcioides;34,21831276;0,091961716
Urubici;1;4D;4;7;E154;drimys_angustifolia;30,68507303;0,073951026
Urubici;1;4D;4;7;E158;drimys_angustifolia;23,74591751;0,044286136
Urubici;1;4D;4;7;E157;drimys_angustifolia;22,18409821;0,038652131
Urubici;1;4D;4;7;E165;drimys_angustifolia;22,02704412;0,038106786
Urubici;1;4D;4;7;E245;siphoneugena_reitzii;20,06668037;0,031625758
Urubici;1;4D;4;7;E156;ilex_microdonta;19,48056503;0,029805265
Urubici;1;4D;4;7;E268;myrceugenia_mesomischa;18,76814042;0,027665108
Urubici;1;4D;4;7;E256;citronella_paniculata;16,64760705;0,021766746
Urubici;1;4D;4;7;E241;myrrhinium_atropurpureum;15,81846416;0,019652532
Urubici;1;4D;4;7;E164;siphoneugena_reitzii;15,53081527;0,018944292
Urubici;1;4D;4;7;E270;eugenia_uruguayensis;14,45126883;0,01640219
Urubici;1;4D;4;7;E259;drimys_angustifolia;10,88619811;0,009307699
Urubici;1;4D;4;7;E153;siphoneugena_reitzii;10,84867152;0,00924364
Urubici;1;4D;4;7;E159;weinmannia_paulliniifolia;10,31324031;0,008353725
Urubici;1;4D;4;7;E178;siphoneugena_reitzii;8,881302171;0,006195027
Urubici;1;4D;4;7;E267;ocotea_pulchella;8,785352859;0,006061893
Urubici;1;4D;4;7;E242;eugenia_uruguayensis;8,339719018;0,005462516
Urubici;1;4D;4;7;E155;prunus_myrtifolia;7,798592212;0,004776638
Urubici;1;4D;4;7;E152;ilex_microdonta;7,639437268;0,004583662
Urubici;1;4D;4;7;E163;siphoneugena_reitzii;7,454298326;0,004364188
Urubici;1;4D;4;7;E260;drimys_angustifolia;7,098310462;0,003957308
Urubici;1;4D;4;7;E167;siphoneugena_reitzii;6,465844631;0,003283526
Urubici;1;4D;4;7;E151;baccharis_lateralis;6,401907433;0,003218909
Urubici;1;4D;4;7;E160;siphoneugena_reitzii;6,387250942;0,003204187
Urubici;1;4D;4;7;E166;siphoneugena_reitzii;6,111549815;0,002933544
Urubici;1;4D;4;7;E162;ilex_microdonta;6,054418041;0,002878954
Urubici;1;4D;4;7;E179;eugenia_uruguayensis;5,065529563;0,002015299
Urubici;1;4E;4;8;E128;drimys_angustifolia;35,17324242;0,097166082
Urubici;1;4E;4;8;E138;weinmannia_paulliniifolia;31,0352139;0,075648334
Urubici;1;4E;4;8;E139;drimys_angustifolia;30,71690402;0,074104531
Urubici;1;4E;4;8;E137;drimys_angustifolia;21,48591732;0,036257485
Urubici;1;4E;4;8;E88;prunus_myrtifolia;15,43802948;0,018718611
Urubici;1;4E;4;8;E81;myrceugenia_oxysepala;13,53097849;0,014379649
Urubici;1;4E;4;8;E90;eugenia_uruguayensis;13,05070533;0,013376973
Urubici;1;4E;4;8;E129;drimys_angustifolia;12,73239545;0,012732395
Urubici;1;4E;4;8;E130;myrceugenia_mesomischa;11,56696257;0,010508205
Urubici;1;4E;4;8;E199;myrceugenia_oxysepala;11,41264131;0,010229684
Urubici;1;4E;4;8;E82;myrceugenia_oxysepala;11,12264201;0,009716409
Urubici;1;4E;4;8;E124;myrceugenia_oxysepala;9,962336685;0,007794932
Urubici;1;4E;4;8;E127;myrsine_coriacea;8,912676813;0,006238874
Urubici;1;4E;4;8;E122;myrceugenia_myrcioides;8,276057041;0,005379437
Urubici;1;4E;4;8;E100;myrceugenia_myrcioides;8,276057041;0,005379437
Urubici;1;4E;4;8;E133;myrceugenia_miersiana;7,328666061;0,004218322
Urubici;1;4E;4;8;E136;myrceugenia_myrcioides;7,321127382;0,004209648
Urubici;1;4E;4;8;E125;drimys_angustifolia;7,321127382;0,004209648
Urubici;1;4E;4;8;E140;myrceugenia_miersiana;6,87505143;0,003712289
Urubici;1;4E;4;8;E126;myrceugenia_myrcioides;6,366197724;0,003183099
Urubici;1;4E;4;8;E131;symphyopappus_itatiayensis;5,76140894;0,002607038
Urubici;1;4E;4;8;E123;solanum_cassioides;5,729577951;0,00257831
Urubici;1;4E;4;8;E132;myrceugenia_oxysepala;5,095444368;0,002039173
Urubici;1;4E;4;8;E134;myrceugenia_myrcioides;5,092958179;0,002037183
Urubici;1;5D;5;9;E257;weinmannia_paulliniifolia;54,11268065;0,229978893
Urubici;1;5D;5;9;E251;drimys_angustifolia;31,35352379;0,077208052
Urubici;1;5D;5;9;E249;baccharis_oblongifolia;28,62751068;0,064366079
Urubici;1;5D;5;9;E263;drimys_angustifolia;28,5205658;0,063886067
Urubici;1;5D;5;9;E248;drimys_angustifolia;27,75662208;0,060509436
Urubici;1;5D;5;9;E261;drimys_angustifolia;25,62394584;0,051568191
Urubici;1;5D;5;9;E255;dicksonia_sellowiana;25,21014299;0,049916083
Urubici;1;5D;5;9;E244;drimys_angustifolia;24,19155135;0,045963948
Urubici;1;5D;5;9;E262;maytenus_boaria;23,45943861;0,043224016
Urubici;1;5D;5;9;E264;symphyopappus_itatiayensis;18,52563538;0,026954799
Urubici;1;5D;5;9;E266;drimys_angustifolia;18,49380439;0,026862251
Urubici;1;5D;5;9;E250;myrceugenia_oxysepala;14,99381479;0,017656888
Urubici;1;5D;5;9;E252;myrceugenia_myrcioides;12,05558511;0,011414752
Urubici;1;5D;5;9;E246;prunus_myrtifolia;10,02676141;0,007896075
Urubici;1;5D;5;9;E247;myrceugenia_oxysepala;9,740282517;0,007451316
Urubici;1;5D;5;9;E253;myrceugenia_mesomischa;9,707146892;0,007400705
Urubici;1;5D;5;9;E243;myrrhinium_atropurpureum;9,358310654;0,006878358
Urubici;1;5D;5;9;E258;myrceugenia_miersiana;6,047887837;0,002872747
Urubici;1;5D;5;9;E265;myrceugenia_miersiana;5,942258199;0,002773275
Urubici;1;5D;5;9;E254;myrceugenia_oxysepala;5,029296202;0,001986572
Urubici;1;5E;5;10;E87;drimys_angustifolia;33,42253805;0,087734162
Urubici;1;5E;5;10;E84;drimys_angustifolia;32,46760839;0,082792401
Urubici;1;5E;5;10;E91;myrceugenia_regnelliana;28,04380551;0,061768033
Urubici;1;5E;5;10;E83;drimys_angustifolia;18,14366351;0,025854721
Urubici;1;5E;5;10;E120;drimys_angustifolia;11,93662073;0,011190582
Urubici;1;5E;5;10;E98;myrceugenia_oxysepala;10,33154653;0,008383407
Urubici;1;5E;5;10;E97;drimys_angustifolia;10,18591636;0,008148733
Urubici;1;5E;5;10;E89;myrceugenia_oxysepala;8,87850668;0,006191127
Urubici;1;5E;5;10;E92;myrceugenia_regnelliana;8,622262191;0,005838917
Urubici;1;5E;5;10;E95;myrceugenia_regnelliana;8,321840483;0,00543912
Urubici;1;5E;5;10;E85;myrceugenia_regnelliana;7,492124915;0,004408592
Urubici;1;5E;5;10;E93;drimys_angustifolia;6,68450761;0,003509366
Urubici;1;5E;5;10;E94;myrceugenia_oxysepala;6,047887837;0,002872747
Urubici;1;6D;6;11;E173;myrceugenia_myrcioides;23,04563576;0,041712601
Urubici;1;6D;6;11;E152;drimys_angustifolia;18,81211427;0,027794899
Urubici;1;6D;6;11;E174;ilex_microdonta;16,36112815;0,02102405
Urubici;1;6D;6;11;E169;crinodendron_brasiliense;15,27887454;0,018334649
Urubici;1;6D;6;11;E177;myrceugenia_oxysepala;10,23191768;0,008222501
Urubici;1;6D;6;11;E212;myrceugenia_myrcioides;9,82830421;0,007586598
Urubici;1;6D;6;11;E175;myrceugenia_myrcioides;9,544308428;0,007154492
Urubici;1;6D;6;11;E171;myrceugenia_myrcioides;8,021409132;0,005053488
Urubici;1;6D;6;11;E168;myrceugenia_myrcioides;7,957747155;0,004973592
Urubici;1;6D;6;11;E176;drimys_angustifolia;7,543944303;0,004469787
Urubici;1;6D;6;11;E700;weinmannia_paulliniifolia;6,366197724;0,003183099
Urubici;1;6D;6;11;E211;myrceugenia_oxysepala;6,175211792;0,002994978
Urubici;1;6D;6;11;E170;myrceugenia_myrcioides;5,570423008;0,00243706
Urubici;1;6D;6;11;E701;myrceugenia_regnelliana;5,252113122;0,002166497
Urubici;1;6E;6;12;E964;eugenia_uruguayensis;57,29577951;0,257831008
Urubici;1;6E;6;12;E984;dicksonia_sellowiana;38,19718634;0,114591559
Urubici;1;6E;6;12;E985;ocotea_porosa;21,71809016;0,037045302
Urubici;1;6E;6;12;E1062;drimys_angustifolia;19,73521294;0,03058958
Urubici;1;6E;6;12;E977;prunus_myrtifolia;15,97915629;0,020053841
Urubici;1;6E;6;12;E992;myrceugenia_myrcioides;15,73381651;0,019442766
Urubici;1;6E;6;12;E972;drimys_angustifolia;14,22845191;0,015900295
Urubici;1;6E;6;12;E986;myrrhinium_atropurpureum;13,9839152;0,015358452
Urubici;1;6E;6;12;E960;prunus_myrtifolia;11,93662073;0,011190582
Urubici;1;6E;6;12;E978;myrceugenia_myrcioides;10,82253613;0,009199156
Urubici;1;6E;6;12;E966;myrceugenia_mesomischa;9,304781106;0,006799895
Urubici;1;6E;6;12;E994;weinmannia_paulliniifolia;8,594366927;0,005801198
Urubici;1;6E;6;12;E975;prunus_myrtifolia;7,957747155;0,004973592
Urubici;1;6E;6;12;E987;myrceugenia_myrcioides;7,480282325;0,004394666
Urubici;1;6E;6;12;E993;myrceugenia_mesomischa;6,744414888;0,003572551
Urubici;1;6E;6;12;E967;myrceugenia_miersiana;5,767033772;0,002612131
Urubici;1;6E;6;12;E980;myrceugenia_mesomischa;5,230365148;0,002148592
Urubici;1;6E;6;12;E970;myrceugenia_myrcioides;5,092958179;0,002037183
Urubici;1;7D;7;13;E585;drimys_angustifolia;27,34954404;0,058747591
Urubici;1;7D;7;13;E589;azara_uruguayensis;22,88648082;0,041138449
Urubici;1;7D;7;13;E284;weinmannia_paulliniifolia;22,60000192;0,040115003
Urubici;1;7D;7;13;E298;siphoneugena_reitzii;20,80307923;0,033989528
Urubici;1;7D;7;13;E594;prunus_myrtifolia;20,37183272;0,032594932
Urubici;1;7D;7;13;E588;ilex_microdonta;17,82535363;0,024955495
Urubici;1;7D;7;13;E701;citronella_paniculata;17,18873385;0,023204791
Urubici;1;7D;7;13;E292;prunus_myrtifolia;15,59718442;0,019106551
Urubici;1;7D;7;13;E299;drimys_angustifolia;14,57859279;0,016692489
Urubici;1;7D;7;13;E587;prunus_myrtifolia;12,8597194;0,012988317
Urubici;1;7D;7;13;E575;drimys_angustifolia;11,33183195;0,01008533
Urubici;1;7D;7;13;E591;prunus_myrtifolia;10,02676141;0,007896075
Urubici;1;7D;7;13;E573;eugenia_uruguayensis;9,230986699;0,006692465
Urubici;1;7D;7;13;E280;myrceugenia_myrcioides;8,976395228;0,006328398
Urubici;1;7D;7;13;E903;weinmannia_paulliniifolia;8,53070495;0,005715572
Urubici;1;7D;7;13;E582;drimys_angustifolia;7,416620348;0,004320181
Urubici;1;7D;7;13;E289;prunus_myrtifolia;7,289296394;0,004173122
Urubici;1;7D;7;13;E275;citronella_paniculata;7,161972439;0,004028609
Urubici;1;7D;7;13;E271;myrceugenia_miersiana;6,678821086;0,003503398
Urubici;1;7D;7;13;E285;myrceugenia_myrcioides;6,366197724;0,003183099
Urubici;1;7D;7;13;E572;baccharis_dentata;6,207042781;0,003025933
Urubici;1;7D;7;13;E292;myrceugenia_mesomischa;6,111549815;0,002933544
Urubici;1;7D;7;13;E584;myrceugenia_myrcioides;6,057011424;0,002881421
Urubici;1;7D;7;13;E595;ocotea_porosa;6,016056849;0,002842587
Urubici;1;7D;7;13;E592;myrceugenia_myrcioides;5,665915974;0,002521333
Urubici;1;7D;7;13;E598;myrceugenia_oxysepala;5,411268065;0,002299789
Urubici;1;7D;7;13;E593;symphyopappus_itatiayensis;5,092958179;0,002037183
Urubici;1;7D;7;13;E596;myrceugenia_miersiana;5,092958179;0,002037183
Urubici;1;7E;7;14;E978;drimys_angustifolia;50,92958179;0,203718327
Urubici;1;7E;7;14;E1092;eugenia_uruguayensis;30,23943919;0,071818668
Urubici;1;7E;7;14;E1088;dicksonia_sellowiana;29,60281942;0,068826555
Urubici;1;7E;7;14;E1075;drimys_angustifolia;28,64788976;0,064457752
Urubici;1;7E;7;14;E1085;drimys_angustifolia;24,19155135;0,045963948
Urubici;1;7E;7;14;E995;drimys_angustifolia;17,82535363;0,024955495
Urubici;1;7E;7;14;E1076;drimys_angustifolia;16,71126902;0,021933541
Urubici;1;7E;7;14;E1064;drimys_angustifolia;15,21521256;0,018182179
Urubici;1;7E;7;14;E1087;prunus_myrtifolia;14,96056465;0,017578663
Urubici;1;7E;7;14;E1086;prunus_myrtifolia;14,64225476;0,016838593
Urubici;1;7E;7;14;E1089;myrceugenia_oxysepala;12,43141727;0,012137554
Urubici;1;7E;7;14;E1082;drimys_angustifolia;11,4591559;0,01031324
Urubici;1;7E;7;14;E1083;prunus_myrtifolia;10,50422624;0,008665987
Urubici;1;7E;7;14;E983;myrceugenia_myrcioides;8,723375205;0,005976666
Urubici;1;7E;7;14;E1077;myrceugenia_regnelliana;8,412659911;0,005558486
Urubici;1;7E;7;14;E991;prunus_myrtifolia;7,734930234;0,00469897
Urubici;1;7E;7;14;E1078;eugenia_uruguayensis;7,575775291;0,004507586
Urubici;1;7E;7;14;E1090;myrceugenia_glaucescens;6,869522639;0,003706321
Urubici;1;7E;7;14;E1074;myrceugenia_myrcioides;6,525352667;0,003344243
Urubici;1;7E;7;14;E1094;baccharis_dentata;6,493521678;0,003311696
Urubici;1;7E;7;14;E1084;ocotea_pulchella;5,729577951;0,00257831
Urubici;1;7E;7;14;E983;myrceugenia_regnelliana;5,722588555;0,002572023
Urubici;1;7E;7;14;E1091;myrceugenia_regnelliana;5,252113122;0,002166497
Urubici;1;7E;7;14;E1093;myrceugenia_myrcioides;5,092958179;0,002037183
Urubici;1;8D;8;15;E359;prunus_myrtifolia;32,04305643;0,080641343
Urubici;1;8D;8;15;E338;weinmannia_paulliniifolia;27,47137877;0,059272166
Urubici;1;8D;8;15;E335;dicksonia_sellowiana;26,26056561;0,054162417
Urubici;1;8D;8;15;E334;dicksonia_sellowiana;25,56028386;0,05131227
Urubici;1;8D;8;15;E336;drimys_angustifolia;23,87324146;0,044762328
Urubici;1;8D;8;15;E358;drimys_angustifolia;21,32676237;0,035722327
Urubici;1;8D;8;15;E360;persea_willdenovii;11,65014183;0,01065988
Urubici;1;8D;8;15;E351;myrceugenia_oxysepala;8,75352187;0,006018046
Urubici;1;8D;8;15;E355;weinmannia_paulliniifolia;8,594366927;0,005801198
Urubici;1;8D;8;15;E702;myrceugenia_mesomischa;8,594366927;0,005801198
Urubici;1;8D;8;15;E333;prunus_myrtifolia;8,435211984;0,005588328
Urubici;1;8D;8;15;E357;myrceugenia_regnelliana;7,913058289;0,004917888
Urubici;1;8D;8;15;E331;myrceugenia_regnelliana;7,204288745;0,004076356
Urubici;1;8D;8;15;E346;symphyopappus_itatiayensis;7,010048079;0,003859507
Urubici;1;8D;8;15;E703;ocotea_pulchella;5,411268065;0,002299789
Urubici;1;8E;8;16;E1067;weinmannia_paulliniifolia;54,11268065;0,229978893
Urubici;1;8E;8;16;E998;weinmannia_paulliniifolia;52,52113122;0,216649666
Urubici;1;8E;8;16;E1072;dicksonia_sellowiana;39,152116;0,120392757
Urubici;1;8E;8;16;E1000;dicksonia_sellowiana;37,56056657;0,110803671
Urubici;1;8E;8;16;E1071;dicksonia_sellowiana;28,01126998;0,061624794
Urubici;1;8E;8;16;E1066;dicksonia_sellowiana;24,50986124;0,047181483
Urubici;1;8E;8;16;E1080;drimys_angustifolia;20,05352283;0,031584298
Urubici;1;8E;8;16;E993;weinmannia_paulliniifolia;17,82535363;0,024955495
Urubici;1;8E;8;16;E1081;myrceugenia_oxysepala;15,14900924;0,018024297
Urubici;1;8E;8;16;E997;drimys_angustifolia;13,36901522;0,014037466
Urubici;1;8E;8;16;E1068;prunus_myrtifolia;11,30000096;0,010028751
Urubici;1;8E;8;16;E1065;eugenia_uruguayensis;8,594366927;0,005801198
Urubici;1;8E;8;16;E1073;weinmannia_paulliniifolia;8,594366927;0,005801198
Urubici;1;8E;8;16;E1070;prunus_myrtifolia;8,594366927;0,005801198
Urubici;1;8E;8;16;E999;symphyopappus_itatiayensis;7,321127382;0,004209648
Urubici;1;8E;8;16;E1079;baccharis_dentata;5,856901906;0,002694175
Urubici;1;8E;8;16;E1063;myrceugenia_myrcioides;5,793327376;0,002636004
Urubici;1;8E;8;16;E1069;myrceugenia_myrcioides;5,092958179;0,002037183
Urubici;1;8E;8;16;E1001;myrceugenia_regnelliana;5,092958179;0,002037183
Urubici;1;9D;9;17;E343;dicksonia_sellowiana;32,1492985;0,081176979
Urubici;1;9D;9;17;E208;drimys_angustifolia;27,6929601;0,060232188
Urubici;1;9D;9;17;E603;drimys_angustifolia;24,19155135;0,045963948
Urubici;1;9D;9;17;E3567;dicksonia_sellowiana;21,00845249;0,034663947
Urubici;1;9D;9;17;E332;drimys_angustifolia;20,84929755;0,034140725
