Localidade;Transecto;Parcela;PC1;PC2;numero;spp;DAPf;AS
Urubici;1;9D;9;17;E339;citronella_paniculata;19,25774811;0,029127344
Urubici;1;9D;9;17;E342;drimys_angustifolia;18,71662131;0,027513433
Urubici;1;9D;9;17;E353;dicksonia_sellowiana;18,33464944;0,026401895
Urubici;1;9D;9;17;E348;drimys_angustifolia;17,02957891;0,022777062
Urubici;1;9D;9;17;E340;drimys_angustifolia;16,96591693;0,022607084
Urubici;1;9D;9;17;E350;drimys_angustifolia;16,71126902;0,021933541
Urubici;1;9D;9;17;E204;drimys_angustifolia;16,71126902;0,021933541
Urubici;1;9D;9;17;E187;drimys_angustifolia;16,10648024;0,020374698
Urubici;1;9D;9;17;E206;prunus_myrtifolia;14,80140971;0,017206639
Urubici;1;9D;9;17;E186;drimys_angustifolia;13,84648005;0,015058047
Urubici;1;9D;9;17;E209;persea_willdenovii;13,20986028;0,01370523
Urubici;1;9D;9;17;E345;drimys_angustifolia;12,25493062;0,011795371
Urubici;1;9D;9;17;E344;myrceugenia_myrcioides;12,15218602;0,011598416
Urubici;1;9D;9;17;E305;eugenia_uruguayensis;11,93662073;0,011190582
Urubici;1;9D;9;17;E207;drimys_angustifolia;11,65014183;0,01065988
Urubici;1;9D;9;17;E352;ocotea_pulchella;11,4591559;0,01031324
Urubici;1;9D;9;17;E347;prunus_myrtifolia;9,569911425;0,007192928
Urubici;1;9D;9;17;E210;drimys_angustifolia;8,75352187;0,006018046
Urubici;1;9D;9;17;E349;weinmannia_paulliniifolia;6,525352667;0,003344243
Urubici;1;9D;9;17;E337;eugenia_uruguayensis;6,302535746;0,003119755
Urubici;1;9D;9;17;E341;prunus_myrtifolia;6,207042781;0,003025933
Urubici;1;9D;9;17;E354;myrceugenia_oxysepala;5,570423008;0,00243706
Urubici;1;9E;9;18;E1003;weinmannia_paulliniifolia;50,29296202;0,1986572
Urubici;1;9E;9;18;E1010;weinmannia_paulliniifolia;31,19436885;0,076426204
Urubici;1;9E;9;18;E1012;drimys_angustifolia;21,32676237;0,035722327
Urubici;1;9E;9;18;E1024;drimys_angustifolia;20,05352283;0,031584298
Urubici;1;9E;9;18;E1008;drimys_angustifolia;17,98450857;0,025403118
Urubici;1;9E;9;18;E1013;weinmannia_paulliniifolia;17,3478888;0,023636498
Urubici;1;9E;9;18;E1011;prunus_myrtifolia;17,02957891;0,022777062
Urubici;1;9E;9;18;E1014;ocotea_pulchella;15,12223236;0,017960635
Urubici;1;9E;9;18;E1006;drimys_angustifolia;14,64225476;0,016838593
Urubici;1;9E;9;18;E1015;myrceugenia_regnelliana;9,422456536;0,006972976
Urubici;1;9E;9;18;E1005;prunus_myrtifolia;9,230986699;0,006692465
Urubici;1;9E;9;18;E1002;myrceugenia_myrcioides;9,186976977;0,006628803
Urubici;1;9E;9;18;E1007;myrceugenia_regnelliana;8,527794531;0,005711673
Urubici;1;9E;9;18;E1022;drimys_angustifolia;7,957747155;0,004973592
Urubici;1;9E;9;18;E1019;siphoneugena_reitzii;7,384789359;0,004283178
Urubici;1;9E;9;18;E1016;prunus_myrtifolia;7,002817496;0,00385155
Urubici;1;9E;9;18;E1004;prunus_myrtifolia;6,525352667;0,003344243
Urubici;1;9E;9;18;E1009;myrceugenia_regnelliana;6,049981619;0,002874736
Urubici;1;9E;9;18;E1017;ilex_microdonta;5,888732894;0,002723539
Urubici;1;9E;9;18;E1023;ilex_microdonta;5,092958179;0,002037183
Urubici;1;10D;10;19;E195;dicksonia_sellowiana;30,43042512;0,072728716
Urubici;1;10D;10;19;E188;drimys_angustifolia;21,8042272;0,037339739
Urubici;1;10D;10;19;E193;drimys_angustifolia;19,41690306;0,029610777
Urubici;1;10D;10;19;E183;drimys_angustifolia;18,08000154;0,025673602
Urubici;1;10D;10;19;E182;drimys_angustifolia;12,73239545;0,012732395
Urubici;1;10D;10;19;E185;myrceugenia_mesomischa;11,18753972;0,009830125
Urubici;1;10D;10;19;E181;weinmannia_paulliniifolia;10,59971921;0,008824266
Urubici;1;10D;10;19;E194;weinmannia_paulliniifolia;10,29106249;0,008317835
Urubici;1;10D;10;19;E190;myrceugenia_mesomischa;10,14380245;0,00808149
Urubici;1;10D;10;19;E184;eugenia_uruguayensis;9,581127574;0,007209798
Urubici;1;10D;10;19;E197;drimys_angustifolia;8,244226052;0,005338136
Urubici;1;10D;10;19;E198;myrceugenia_mesomischa;8,068386486;0,005112853
Urubici;1;10D;10;19;E191;baccharis_dentata;5,729577951;0,00257831
Urubici;1;10D;10;19;E192;weinmannia_paulliniifolia;5,188451145;0,002114294
Urubici;1;10D;10;19;sn;vernonanthura_discolor;5,092958179;0,002037183
Urubici;1;10D;10;19;sn;prunus_myrtifolia;5,092958179;0,002037183
Urubici;1;10E;10;20;E1023;drimys_angustifolia;33,10422816;0,086070993
Urubici;1;10E;10;20;E1028;drimys_angustifolia;24,03239641;0,045361148
Urubici;1;10E;10;20;E1055;drimys_angustifolia;22,28169203;0,038992961
Urubici;1;10E;10;20;E1040;myrceugenia_myrcioides;14,64311971;0,016840582
Urubici;1;10E;10;20;E1058;eugenia_uruguayensis;11,4591559;0,01031324
Urubici;1;10E;10;20;E189;weinmannia_paulliniifolia;9,708451529;0,007402694
Urubici;1;10E;10;20;E1025;prunus_myrtifolia;9,252913064;0,006724296
Urubici;1;10E;10;20;E1057;ocotea_porosa;9,230986699;0,006692465
Urubici;1;10E;10;20;E1060;prunus_myrtifolia;8,912676813;0,006238874
Urubici;1;10E;10;20;E1027;prunus_myrtifolia;8,4756545;0,005642043
Urubici;1;10E;10;20;E1061;myrceugenia_oxysepala;7,957747155;0,004973592
Urubici;1;10E;10;20;E1020;myrceugenia_myrcioides;7,336680367;0,004227553
Urubici;1;10E;10;20;E1021;myrceugenia_myrcioides;6,207042781;0,003025933
Urubici;1;10E;10;20;E1015;symphyopappus_itatiayensis;6,047887837;0,002872747
Urubici;1;10E;10;20;E1059;symphyopappus_itatiayensis;5,411268065;0,002299789
Urubici;1;10E;10;20;E1042;prunus_myrtifolia;5,092958179;0,002037183
Urubici;2;1D;11;21;E111;araucaria_angustifolia;38,35634129;0,115548478
Urubici;2;1D;11;21;E119;baccharis_uncinella;15,60514014;0,019126047
Urubici;2;1D;11;21;E117;drimys_angustifolia;9,866014794;0,007644928
Urubici;2;1D;11;21;E115;drimys_angustifolia;7,300130339;0,004185536
Urubici;2;1E;11;22;E606;araucaria_angustifolia;15,91549431;0,019894368
Urubici;2;1E;11;22;E604;baccharis_uncinella;10,31932963;0,008363592
Urubici;2;1E;11;22;E605;campovassouria_cruciata;9,258386542;0,006732254
Urubici;2;1E;11;22;E607;drimys_angustifolia;8,693998102;0,005936479
Urubici;2;1E;11;22;E612;baccharis_uncinella;7,295132056;0,004179807
Urubici;2;1E;11;22;E611;baccharis_uncinella;6,229447274;0,003047817
Urubici;2;1E;11;22;E608;mimosa_scabrella;5,888732894;0,002723539
Urubici;2;2D;12;23;E118;baccharis_uncinella;16,4429472;0,02123485
Urubici;2;2D;12;23;E96;baccharis_uncinella;12,0749839;0,011451516
Urubici;2;2D;12;23;E105;drimys_angustifolia;8,923470078;0,006253993
Urubici;2;2D;12;23;E108;drimys_angustifolia;8,492374139;0,005664324
Urubici;2;2D;12;23;E112;drimys_angustifolia;8,403923551;0,005546948
Urubici;2;2D;12;23;E106;drimys_angustifolia;5,411268065;0,002299789
Urubici;2;2E;12;24;E617;drimys_angustifolia;14,3389683;0,016148258
Urubici;2;2E;12;24;E621;araucaria_angustifolia;13,05070533;0,013376973
Urubici;2;2E;12;24;E619;campovassouria_cruciata;11,42927539;0,010259526
Urubici;2;2E;12;24;E620;baccharis_microdonta;10,29475391;0,008323804
Urubici;2;2E;12;24;E624;drimys_angustifolia;8,594366927;0,005801198
Urubici;2;2E;12;24;E628;drimys_angustifolia;7,929047512;0,004937782
Urubici;2;2E;12;24;E622;drimys_angustifolia;7,8304232;0,00481571
Urubici;2;2E;12;24;E613;baccharis_uncinella;7,828611471;0,004813482
Urubici;2;2E;12;24;E616;drimys_angustifolia;7,770934657;0,004742817
Urubici;2;2E;12;24;E615;drimys_angustifolia;7,161972439;0,004028609
Urubici;2;2E;12;24;E618;campovassouria_cruciata;6,813170119;0,003645762
Urubici;2;2E;12;24;E629;drimys_angustifolia;6,69775739;0,003523293
Urubici;2;2E;12;24;E614;symphyopappus_itatiayensis;5,092958179;0,002037183
Urubici;2;3D;13;25;E113;cinnamomum_amoenum;56,97746963;0,254974177
Urubici;2;3D;13;25;E107;cinnamomum_amoenum;33,90000288;0,090258758
Urubici;2;3D;13;25;E103;vernonanthura_discolor;13,05070533;0,013376973
Urubici;2;3D;13;25;E110;baccharis_uncinella;12,79118683;0,01285025
Urubici;2;3D;13;25;E116;drimys_angustifolia;5,649440047;0,00250669
Urubici;2;3D;13;25;E104;drimys_angustifolia;5,300122467;0,002206285
Urubici;2;3E;13;26;E625;araucaria_angustifolia;29,44366447;0,068088474
Urubici;2;3E;13;26;E632;baccharis_uncinella;14,44565876;0,016389458
Urubici;2;3E;13;26;E631;baccharis_uncinella;10,84628968;0,009239581
Urubici;2;3E;13;26;E626;myrceugenia_euosma;7,97841047;0,004999455
Urubici;2;3E;13;26;E633;schinus_polygamus;7,654144943;0,004601329
Urubici;2;3E;13;26;E627;campovassouria_cruciata;6,989638641;0,003837067
Urubici;2;3E;13;26;E630;baccharis_uncinella;6,752222317;0,003580827
Urubici;2;4D;14;27;E102;mimosa_scabrella;11,93662073;0,011190582
Urubici;2;4D;14;27;E114;baccharis_uncinella;11,89197385;0,011107026
Urubici;2;4D;14;27;E101;baccharis_erioclada;10,51685459;0,008686836
Urubici;2;4E;14;28;E640;araucaria_angustifolia;30,08028424;0,071064672
Urubici;2;4E;14;28;E636;baccharis_uncinella;13,76656218;0,014884727
Urubici;2;4E;14;28;E641;baccharis_uncinella;9,584458145;0,007214812
Urubici;2;4E;14;28;E643;myrceugenia_euosma;7,805669771;0,004785312
Urubici;2;4E;14;28;E635;baccharis_uncinella;7,091169877;0,00394935
Urubici;2;4E;14;28;E634;myrceugenia_euosma;6,895285739;0,003734173
Urubici;2;4E;14;28;E637;drimys_angustifolia;6,357517862;0,003174425
Urubici;2;4E;14;28;E639;drimys_angustifolia;5,624725735;0,002484807
Urubici;2;5D;15;29;E665;araucaria_angustifolia;40,74366543;0,130379729
Urubici;2;5D;15;29;E1029;mimosa_scabrella;20,48343285;0,032953031
Urubici;2;5D;15;29;E660;mimosa_scabrella;16,68092625;0,021853963
Urubici;2;5D;15;29;E1039;mimosa_scabrella;13,22151372;0,013729422
Urubici;2;5D;15;29;E201;mimosa_scabrella;13,20986028;0,01370523
Urubici;2;5D;15;29;E1032;mimosa_scabrella;11,15098185;0,009765986
Urubici;2;5D;15;29;E655;mimosa_scabrella;10,74662449;0,009070559
Urubici;2;5D;15;29;E1051;mimosa_scabrella;9,28292268;0,006767984
Urubici;2;5D;15;29;E609;mimosa_scabrella;9,071831756;0,00646368
Urubici;2;5D;15;29;E1031;mimosa_scabrella;9,008169779;0,00637328
Urubici;2;5D;15;29;E1052;mimosa_scabrella;7,972058231;0,004991497
Urubici;2;5D;15;29;E196;mimosa_scabrella;7,639437268;0,004583662
Urubici;2;5D;15;29;E1041;mimosa_scabrella;6,811831564;0,00364433
Urubici;2;5D;15;29;E1049;mimosa_scabrella;6,811831564;0,00364433
Urubici;2;5D;15;29;E603;mimosa_scabrella;5,124789168;0,002062728
Urubici;2;5E;15;30;E659;araucaria_angustifolia;55,70423008;0,243706007
Urubici;2;5E;15;30;E647;baccharis_uncinella;12,2025248;0,011694705
Urubici;2;5E;15;30;E644;baccharis_uncinella;10,85371368;0,009252234
Urubici;2;5E;15;30;E653;drimys_angustifolia;10,54658217;0,008736015
Urubici;2;5E;15;30;E652;drimys_angustifolia;10,47099228;0,008611237
Urubici;2;5E;15;30;E648;drimys_angustifolia;9,757846541;0,007478213
Urubici;2;5E;15;30;E645;baccharis_uncinella;9,409866928;0,006954355
Urubici;2;5E;15;30;E657;baccharis_uncinella;9,136491863;0,006556149
Urubici;2;5E;15;30;E654;drimys_angustifolia;8,335648032;0,005457184
Urubici;2;5E;15;30;E650;baccharis_uncinella;7,013371644;0,003863168
Urubici;2;5E;15;30;E658;baccharis_uncinella;6,669028923;0,003493133
Urubici;2;5E;15;30;E651;drimys_angustifolia;6,207042781;0,003025933
Urubici;2;5E;15;30;E646;drimys_angustifolia;5,593747217;0,002457511
Urubici;2;6D;16;31;E1058;mimosa_scabrella;16,66877368;0,021822132
Urubici;2;6D;16;31;E1047;mimosa_scabrella;14,8390115;0,017294174
Urubici;2;6D;16;31;E1046;mimosa_scabrella;11,77746579;0,010894156
Urubici;2;6D;16;31;E1150;mimosa_scabrella;11,01352206;0,009526697
Urubici;2;6D;16;31;E662;mimosa_scabrella;9,44560117;0,007007274
Urubici;2;6D;16;31;E610;mimosa_scabrella;8,912676813;0,006238874
Urubici;2;6D;16;31;E659;baccharis_uncinella;8,330419671;0,005450341
Urubici;2;6D;16;31;E642;mimosa_scabrella;7,639437268;0,004583662
Urubici;2;6D;16;31;E199;mimosa_scabrella;5,856901906;0,002694175
Urubici;2;6D;16;31;E1056;mimosa_scabrella;5,411268065;0,002299789
Urubici;2;6D;16;31;E649;mimosa_scabrella;5,252113122;0,002166497
Urubici;2;6D;16;31;E200;mimosa_scabrella;5,092958179;0,002037183
Urubici;2;6E;16;32;E903;mimosa_scabrella;17,50704374;0,024072185
Urubici;2;6E;16;32;E908;mimosa_scabrella;13,92946757;0,015239086
Urubici;2;6E;16;32;E918;mimosa_scabrella;11,49997717;0,010386849
Urubici;2;6E;16;32;E929;mimosa_scabrella;10,3462955;0,00840736
Urubici;2;6E;16;32;E907;mimosa_scabrella;8,673579357;0,005908627
Urubici;2;6E;16;32;E904;mimosa_scabrella;7,38485796;0,004283257
Urubici;2;6E;16;32;E923;mimosa_scabrella;5,411268065;0,002299789
Urubici;2;7D;17;33;E666;mimosa_scabrella;15,62901541;0,019184616
Urubici;2;7D;17;33;E602;mimosa_scabrella;14,48603777;0,016481211
Urubici;2;7D;17;33;E202;mimosa_scabrella;11,23633898;0,009916069
Urubici;2;7D;17;33;E203;mimosa_scabrella;10,01159233;0,007872201
Urubici;2;7D;17;33;E1034;mimosa_scabrella;9,549296586;0,007161972
Urubici;2;7D;17;33;E1033;mimosa_scabrella;8,180564075;0,005256012
Urubici;2;7D;17;33;E143;mimosa_scabrella;7,290199837;0,004174157
Urubici;2;7D;17;33;E638;mimosa_scabrella;6,843662553;0,003678469
Urubici;2;7D;17;33;E1036;mimosa_scabrella;6,207042781;0,003025933
Urubici;2;7E;17;34;E906;mimosa_scabrella;10,15104151;0,008093029
Urubici;2;7E;17;34;E916;mimosa_scabrella;9,390141642;0,006925229
Urubici;2;7E;17;34;E911;mimosa_scabrella;9,390141642;0,006925229
Urubici;2;7E;17;34;E914;mimosa_scabrella;7,161972439;0,004028609
Urubici;2;7E;17;34;E915;baccharis_uncinella;5,716299653;0,002566373
Urubici;2;7E;17;34;E913;mimosa_scabrella;5,03292121;0,001989437
Urubici;2;8D;18;35;E1045;mimosa_scabrella;13,09817141;0,013474455
Urubici;2;8D;18;35;E1048;mimosa_scabrella;12,27884254;0,011841446
Urubici;2;8D;18;35;E1035;mimosa_scabrella;12,14860029;0,011591573
Urubici;2;8D;18;35;E239;mimosa_scabrella;12,06747162;0,011437272
Urubici;2;8D;18;35;E213;mimosa_scabrella;12,04326622;0,011391435
Urubici;2;8D;18;35;E1038;mimosa_scabrella;10,98169107;0,009471709
Urubici;2;8D;18;35;E237;mimosa_scabrella;10,47283062;0,008614261
Urubici;2;8D;18;35;E1030;mimosa_scabrella;10,18591636;0,008148733
Urubici;2;8D;18;35;E664;mimosa_scabrella;9,977377558;0,007818487
Urubici;2;8D;18;35;E238;mimosa_scabrella;9,549296586;0,007161972
Urubici;2;8D;18;35;E235;mimosa_scabrella;9,080148676;0,006475537
Urubici;2;8D;18;35;E240;mimosa_scabrella;8,912676813;0,006238874
Urubici;2;8D;18;35;E1037;mimosa_scabrella;7,002817496;0,00385155
Urubici;2;8D;18;35;E1054;mimosa_scabrella;6,636513039;0,003459153
Urubici;2;8D;18;35;E656;mimosa_scabrella;6,46169069;0,003279308
Urubici;2;8D;18;35;E1044;mimosa_scabrella;5,784576121;0,002628046
Urubici;2;8E;18;36;E899;mimosa_scabrella;13,46153546;0,014232431
Urubici;2;8E;18;36;E917;mimosa_scabrella;13,00111782;0,013275512
Urubici;2;8E;18;36;E900;mimosa_scabrella;11,08746945;0,009655055
Urubici;2;8E;18;36;E910;mimosa_scabrella;10,02676141;0,007896075
Urubici;2;8E;18;36;E919;mimosa_scabrella;9,950684736;0,007776708
Urubici;2;8E;18;36;E912;mimosa_scabrella;9,534696221;0,007140089
Urubici;2;8E;18;36;E902;mimosa_scabrella;6,68450761;0,003509366
Urubici;2;8E;18;36;E922;mimosa_scabrella;6,525352667;0,003344243
Urubici;2;8E;18;36;E928;mimosa_scabrella;6,207042781;0,003025933
Urubici;2;8E;18;36;E898;mimosa_scabrella;5,729577951;0,00257831
Urubici;2;8E;18;36;E925;mimosa_scabrella;5,413608073;0,002301778
Urubici;2;8E;18;36;E924;mimosa_scabrella;5,092958179;0,002037183
Urubici;2;9D;19;37;E221;mimosa_scabrella;13,68732511;0,014713874
Urubici;2;9D;19;37;E219;mimosa_scabrella;13,15548227;0,013592628
Urubici;2;9D;19;37;E214;mimosa_scabrella;12,41408556;0,012103733
Urubici;2;9D;19;37;E234;mimosa_scabrella;12,274262;0,011832613
Urubici;2;9D;19;37;E224;mimosa_scabrella;12,09996324;0,011498945
Urubici;2;9D;19;37;E226;mimosa_scabrella;10,50422624;0,008665987
Urubici;2;9D;19;37;E233;mimosa_scabrella;10,44056427;0,008561263
Urubici;2;9D;19;37;E216;mimosa_scabrella;9,994930426;0,00784602
Urubici;2;9D;19;37;E223;mimosa_scabrella;9,071831756;0,00646368
Urubici;2;9D;19;37;E215;mimosa_scabrella;8,435211984;0,005588328
Urubici;2;9D;19;37;E220;mimosa_scabrella;8,339719018;0,005462516
Urubici;2;9D;19;37;E227;mimosa_scabrella;7,321127382;0,004209648
Urubici;2;9D;19;37;E222;mimosa_scabrella;7,321127382;0,004209648
Urubici;2;9D;19;37;E218;mimosa_scabrella;6,843662553;0,003678469
Urubici;2;9E;19;38;E920;araucaria_angustifolia;46,95070821;0,173130737
Urubici;2;9E;19;38;E787;mimosa_scabrella;13,24719933;0,013782818
Urubici;2;9E;19;38;E767;mimosa_scabrella;11,40375987;0,010213768
Urubici;2;9E;19;38;E790;vernonanthura_discolor;10,83540131;0,00922104
Urubici;2;9E;19;38;E901;mimosa_scabrella;9,071831756;0,00646368
Urubici;2;9E;19;38;E765;mimosa_scabrella;9,040000768;0,006418401
Urubici;2;9E;19;38;E788;campovassouria_cruciata;7,604742284;0,004542123
Urubici;2;9E;19;38;E897;mimosa_scabrella;7,480282325;0,004394666
Urubici;2;9E;19;38;E795;mimosa_scabrella;7,317666674;0,004205669
Urubici;2;9E;19;38;E927;mimosa_scabrella;7,161972439;0,004028609
Urubici;2;9E;19;38;E792;baccharis_uncinella;7,067626443;0,003923169
Urubici;2;9E;19;38;E926;mimosa_scabrella;6,780000576;0,00361035
Urubici;2;9E;19;38;E900;mimosa_scabrella;6,047887837;0,002872747
Urubici;2;9E;19;38;E905;vernonanthura_discolor;6,047887837;0,002872747
Urubici;2;9E;19;38;E791;mimosa_scabrella;5,687423659;0,002540511
Urubici;2;9E;19;38;E797;mimosa_scabrella;5,621482364;0,002481942
Urubici;2;9E;19;38;E921;mimosa_scabrella;5,588582545;0,002452976
Urubici;2;10D;20;39;E230;araucaria_angustifolia;40,42535555;0,128350504
Urubici;2;10D;20;39;E217;mimosa_scabrella;15,00114492;0,017674156
Urubici;2;10D;20;39;E228;vernonanthura_discolor;12,22309963;0,011734176
Urubici;2;10D;20;39;E231;drimys_angustifolia;9,415141547;0,006962153
Urubici;2;10D;20;39;E661;mimosa_scabrella;8,498873961;0,005672998
Urubici;2;10D;20;39;E232;ilex_paraguariensis;6,873208994;0,0037103
Urubici;2;10D;20;39;E225;solanum_compressum;5,411268065;0,002299789
Urubici;2;10E;20;40;E794;baccharis_uncinella;14,01026419;0,015416384
Urubici;2;10E;20;40;E772;mimosa_scabrella;12,73239545;0,012732395
Urubici;2;10E;20;40;E777;mimosa_scabrella;12,25493062;0,011795371
Urubici;2;10E;20;40;E774;mimosa_scabrella;12,13445549;0,011564596
Urubici;2;10E;20;40;E769;mimosa_scabrella;11,30000096;0,010028751
Urubici;2;10E;20;40;E781;baccharis_uncinella;10,45903513;0,008591582
Urubici;2;10E;20;40;E770;drimys_angustifolia;9,809678596;0,00755787
Urubici;2;10E;20;40;E766;mimosa_scabrella;9,071831756;0,00646368
Urubici;2;10E;20;40;E771;mimosa_scabrella;8,594366927;0,005801198
Urubici;2;10E;20;40;E776;mimosa_scabrella;7,957747155;0,004973592
Urubici;2;10E;20;40;E778;mimosa_scabrella;7,543944303;0,004469787
Urubici;2;10E;20;40;E793;mimosa_scabrella;7,161972439;0,004028609
Urubici;2;10E;20;40;E775;drimys_angustifolia;6,594855425;0,003415863
Urubici;2;10E;20;40;E768;mimosa_scabrella;6,457063347;0,003274613
Urubici;2;10E;20;40;E773;mimosa_scabrella;5,98422586;0,002812586
Urubici;2;10E;20;40;E789;mimosa_scabrella;5,888732894;0,002723539
Urubici;3;1D;21;41;E421;siphoneugena_reitzii;18,90664264;0,028074932
Urubici;3;1D;21;41;E435;drimys_angustifolia;15,01323012;0,017702645
Urubici;3;1D;21;41;E446;drimys_angustifolia;11,93768172;0,011192571
Urubici;3;1D;21;41;E449;siphoneugena_reitzii;11,61831085;0,010601709
Urubici;3;1D;21;41;E436;siphoneugena_reitzii;11,23796197;0,009918934
Urubici;3;1D;21;41;E443;drimys_angustifolia;10,50422624;0,008665987
Urubici;3;1D;21;41;E450;drimys_angustifolia;10,47471702;0,008617365
Urubici;3;1D;21;41;E434;crinodendron_brasiliense;10,37485162;0,008453833
Urubici;3;1D;21;41;E445;drimys_angustifolia;9,971028605;0,007808539
Urubici;3;1D;21;41;E431;siphoneugena_reitzii;9,230986699;0,006692465
Urubici;3;1D;21;41;E429;siphoneugena_reitzii;7,321127382;0,004209648
Urubici;3;1D;21;41;E448;drimys_angustifolia;7,272527612;0,004153944
Urubici;3;1D;21;41;E430;azara_uruguayensis;7,161972439;0,004028609
Urubici;3;1D;21;41;E447;drimys_angustifolia;7,002817496;0,00385155
Urubici;3;1D;21;41;E433;ocotea_pulchella;6,68450761;0,003509366
Urubici;3;1D;21;41;E422;weinmannia_paulliniifolia;5,697746963;0,002549742
Urubici;3;1D;21;41;E427;prunus_myrtifolia;5,252113122;0,002166497
Urubici;3;1E;21;42;E464;drimys_angustifolia;37,24225668;0,108933601
Urubici;3;1E;21;42;E461;drimys_angustifolia;24,09605838;0,04560179
Urubici;3;1E;21;42;E456;drimys_angustifolia;22,28169203;0,038992961
Urubici;3;1E;21;42;E479;schinus_polygamus;21,64741265;0,036804581
Urubici;3;1E;21;42;E475;siphoneugena_reitzii;20,0497078;0,031572282
Urubici;3;1E;21;42;E480;siphoneugena_reitzii;15,43802948;0,018718611
Urubici;3;1E;21;42;E466;myrceugenia_regnelliana;13,05706998;0,013390024
Urubici;3;1E;21;42;E460;ilex_microdonta;12,79605742;0,012860038
Urubici;3;1E;21;42;E457;myrceugenia_glaucescens;12,10624187;0,011510881
Urubici;3;1E;21;42;E471;siphoneugena_reitzii;11,81547261;0,010964582
Urubici;3;1E;21;42;E462;siphoneugena_reitzii;11,68197282;0,01071821
Urubici;3;1E;21;42;E452;siphoneugena_reitzii;11,61831085;0,010601709
